index,datetime,symbol,open,high,low,close,volume,ma,ema,sellclose,buyclose,sell,buy
0,2023-02-22 13:24:00,NSE:RELIANCE,2391.8,2393.85,2390.9,2392.8,16814.0,,,NaN,NaN,,
1,2023-02-22 13:27:00,NSE:RELIANCE,2392.4,2393.8,2388.0,2388.45,35884.0,,,NaN,NaN,NaN,NaN
2,2023-02-22 13:30:00,NSE:RELIANCE,2388.05,2390.9,2385.0,2386.6,49128.0,,,NaN,NaN,NaN,NaN
3,2023-02-22 13:33:00,NSE:RELIANCE,2385.9,2388.5,2385.15,2388.5,30544.0,,,NaN,NaN,NaN,NaN
4,2023-02-22 13:36:00,NSE:RELIANCE,2387.6,2389.85,2387.5,2389.4,25285.0,,2389.15,NaN,NaN,NaN,NaN
5,2023-02-22 13:39:00,NSE:RELIANCE,2388.65,2389.55,2386.5,2388.0,20330.0,,2388.766666666667,NaN,2388.0,NaN,NaN
6,2023-02-22 13:42:00,NSE:RELIANCE,2388.35,2389.85,2386.9,2389.3,25922.0,,2388.944444444445,2389.3,NaN,2388.0,NaN
7,2023-02-22 13:45:00,NSE:RELIANCE,2388.9,2391.0,2386.6,2386.6,28724.0,,2388.1629629629633,NaN,2386.6,NaN,2389.3
8,2023-02-22 13:48:00,NSE:RELIANCE,2386.55,2386.65,2384.6,2384.7,38283.0,,2387.008641975309,NaN,NaN,2386.6,NaN
9,2023-02-22 13:51:00,NSE:RELIANCE,2384.65,2385.75,2382.3,2384.7,35148.0,,2386.239094650206,NaN,NaN,NaN,NaN
10,2023-02-22 13:54:00,NSE:RELIANCE,2383.95,2385.6,2383.0,2384.3,20817.0,,2385.592729766804,NaN,NaN,NaN,NaN
11,2023-02-22 13:57:00,NSE:RELIANCE,2383.6,2385.35,2383.6,2385.15,26709.0,,2385.4451531778695,NaN,NaN,NaN,NaN
12,2023-02-22 14:00:00,NSE:RELIANCE,2385.3,2385.35,2383.6,2384.1,20449.0,,2384.9967687852463,NaN,NaN,NaN,NaN
13,2023-02-22 14:03:00,NSE:RELIANCE,2384.0,2386.5,2383.2,2385.9,24203.0,,2385.297845856831,2385.9,NaN,NaN,NaN
14,2023-02-22 14:06:00,NSE:RELIANCE,2386.25,2386.25,2381.1,2382.1,38087.0,,2384.231897237887,NaN,2382.1,NaN,2385.9
15,2023-02-22 14:09:00,NSE:RELIANCE,2382.0,2382.95,2380.0,2381.75,56804.0,,2383.4045981585914,NaN,NaN,2382.1,NaN
16,2023-02-22 14:12:00,NSE:RELIANCE,2381.6,2383.6,2380.75,2382.7,24834.0,,2383.1697321057277,NaN,NaN,NaN,NaN
17,2023-02-22 14:15:00,NSE:RELIANCE,2382.65,2382.8,2381.2,2381.9,34351.0,,2382.746488070485,NaN,NaN,NaN,NaN
18,2023-02-22 14:18:00,NSE:RELIANCE,2381.7,2384.5,2381.2,2383.85,23202.0,,2383.1143253803234,2383.85,NaN,NaN,NaN
19,2023-02-22 14:21:00,NSE:RELIANCE,2383.5,2385.85,2383.5,2385.4,32369.0,,2383.8762169202155,NaN,NaN,NaN,2383.85
20,2023-02-22 14:24:00,NSE:RELIANCE,2385.4,2385.6,2383.3,2383.7,21814.0,2385.7095238095235,2383.8174779468104,NaN,2383.7,NaN,NaN
21,2023-02-22 14:27:00,NSE:RELIANCE,2383.75,2384.65,2382.7,2384.45,27901.0,2385.3119047619043,2384.0283186312067,2384.45,NaN,2383.7,NaN
22,2023-02-22 14:30:00,NSE:RELIANCE,2384.6,2385.65,2383.95,2384.9,32701.0,2385.142857142857,2384.318879087471,NaN,NaN,NaN,2384.45
23,2023-02-22 14:33:00,NSE:RELIANCE,2384.75,2388.5,2384.65,2388.5,50511.0,2385.233333333333,2385.712586058314,NaN,NaN,NaN,NaN
24,2023-02-22 14:36:00,NSE:RELIANCE,2388.25,2388.9,2385.75,2387.55,27797.0,2385.1880952380952,2386.3250573722094,NaN,NaN,NaN,NaN
